college_name,college_code,specialty,category,cutoff_rank,year,counselling_body,degree,round,state,college_type,quota
"Nair Dental College and Hospital, Mumbai",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,40,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"DR. Ziauddin Ahmad Dental College, AMU",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OBC,42,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"Governemnt Dental College and Hospital, Ahmedabad",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,44,2025,MCC,MDS,Round 1,Gujarat,Government,All India
"Government Dental College, Kozhikode",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OPEN,45,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Maulana Azad Institute and Dental Science, New Delhi",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,46,2025,MCC,MDS,Round 1,Delhi,Government,All India
"Governemnt Dental College and Hospital, Ahmedabad",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,47,2025,MCC,MDS,Round 1,Gujarat,Government,All India
"Government Dental College, Kozhikode",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,48,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Government Dental College, Chennai",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN,49,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Dr. R. Ahmed Dental College and Hospital, Kolkata",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN GENERAL,50,2025,MCC,MDS,Round 1,West Bengal,Government,All India
"DR. Ziauddin Ahmad Dental College, AMU",,ORAL AND MAXILLOFACIAL SURGERY,OPEN,51,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"Faculty of Dental Sciences, KGMU",,PROSTHODONTICS AND CROWN & BRIDGE,OBC,52,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"Government Dental College and Hospital, Mumbai",,PROSTHODONTICS AND CROWN & BRIDGE,OBC,53,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Government Dental College and Hospital, Mumbai",,ORAL AND MAXILLOFACIAL SURGERY,OPEN GENERAL,54,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Maulana Azad Institute and Dental Science, New Delhi",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,55,2025,MCC,MDS,Round 1,Delhi,Government,Delhi University Quota
"Government Dental College, Kozhikode",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,56,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Government Dental College, Chennai",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OPEN GENERAL,57,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Government of Dental College and Hospital Jaipur, Near T.B. Hospital",,ORAL AND MAXILLOFACIAL SURGERY,OPEN GENERAL,58,2025,MCC,MDS,Round 1,Rajasthan,Government,All India
"Government Dental College and Hospital, Mumbai",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OBC,59,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Government Dental College, Kozhikode",,PEDIATRIC AND PREVENTIVE DENTISTRY,OPEN,60,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Maulana Azad Institute and Dental Science, New Delhi",,PEDIATRIC AND PREVENTIVE DENTISTRY,OPEN GENERAL,61,2025,MCC,MDS,Round 1,Delhi,Government,All India
"Post Graduate Institute of Dental Sciences, Rohtak",,PROSTHODONTICS AND CROWN & BRIDGE,EWS,62,2025,MCC,MDS,Round 1,Haryana,Government,All India
"Government Dental College, Thiruvananthapuram",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN,63,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Post Graduate Institute of Dental Sciences, Rohtak",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OBC,64,2025,MCC,MDS,Round 1,Haryana,Government,All India
"Nair Dental College and Hospital, Mumbai",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,EWS,65,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"S.C.B Dental College and Hospital, Cuttack",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,66,2025,MCC,MDS,Round 1,Odisha,Government,All India
"Government Dental College, Chennai",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OPEN GENERAL,67,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Government Dental College, Chennai",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OBC,68,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Faculty of Dental Sciences, KGMU",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,69,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"Government Dental College and Hospital, Aurangabad",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN GENERAL,71,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Government Dental College and Hospital, Aurangabad",,CONSERVATIVE DENTISTRY AND ENDODONTICS,EWS,72,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Government Dental College and Hospital, Aurangabad",,PROSTHODONTICS AND CROWN & BRIDGE,OBC,73,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Government Dental College, Thiruvananthapuram",,ORAL AND MAXILLOFACIAL SURGERY,OPEN,74,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Govt dental College Raipur Chhattisgarh, Near Marhi Mata Mandir",,ORAL AND MAXILLOFACIAL SURGERY,OPEN GENERAL,75,2025,MCC,MDS,Round 1,Chhattisgarh,Government,All India
"Government College of Dentistry, Indore",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN GENERAL,76,2025,MCC,MDS,Round 1,Madhya Pradesh,Government,All India
"Government Dental College Hospital, Hyderabad",,ORAL AND MAXILLOFACIAL SURGERY,OPEN GENERAL,77,2025,MCC,MDS,Round 1,Telangana,Government,All India
"Government Dental College and Hospital, Aurangabad",,ORAL AND MAXILLOFACIAL SURGERY,OPEN GENERAL,78,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Post Graduate Institute of Dental Sciences, Rohtak",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,79,2025,MCC,MDS,Round 1,Haryana,Government,All India
"Government Dental College, Thiruvananthapuram",,ORAL AND MAXILLOFACIAL SURGERY,OPEN GENERAL,80,2025,MCC,MDS,Round 1,Kerala,Government,All India
"University College of Medical Sciences, Delhi University",,PEDIATRIC AND PREVENTIVE DENTISTRY,OPEN GENERAL,82,2025,MCC,MDS,Round 1,Delhi,Government,All India
"Government Dental College and Research Institute, Bangalore",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,83,2025,MCC,MDS,Round 1,Karnataka,Government,All India
"Govt. Dental College and Hospital, Cuddalore Dt",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OPEN GENERAL,84,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Government Dental College, Thiruvananthapuram",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN,86,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Government College and Hospital, Amritsar",,ORAL AND MAXILLOFACIAL SURGERY,OPEN GENERAL,87,2025,MCC,MDS,Round 1,Punjab,Government,All India
"Government of Dental College and Hospital Jaipur, Near T.B. Hospital",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,88,2025,MCC,MDS,Round 1,Rajasthan,Government,All India
"Governemnt Dental College and Hospital, Ahmedabad",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN GENERAL,89,2025,MCC,MDS,Round 1,Gujarat,Government,All India
"Governemnt Dental College and Hospital, Ahmedabad",,ORAL AND MAXILLOFACIAL SURGERY,OBC,90,2025,MCC,MDS,Round 1,Gujarat,Government,All India
"Govt. Dental College and Hospital, Jamnagar",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OPEN GENERAL,91,2025,MCC,MDS,Round 1,Gujarat,Government,All India
"Dr. R. Ahmed Dental College and Hospital, Kolkata",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OPEN GENERAL,92,2025,MCC,MDS,Round 1,West Bengal,Government,All India
"Government Dental College, Chennai",,ORAL AND MAXILLOFACIAL SURGERY,OPEN GENERAL,93,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Government Dental College, Kottayam",,PEDIATRIC AND PREVENTIVE DENTISTRY,OPEN,94,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Government Dental College and Hospital, Aurangabad",,PROSTHODONTICS AND CROWN & BRIDGE,SC,95,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Government College of Dentistry, Indore",,ORAL AND MAXILLOFACIAL SURGERY,OBC,97,2025,MCC,MDS,Round 1,Madhya Pradesh,Government,All India
"Government Dental College, Chennai",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,98,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"ESIC Dental College, Kalaburagi",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,99,2025,MCC,MDS,Round 1,Karnataka,Government,All India
"University College of Medical Sciences, Delhi University",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OBC,100,2025,MCC,MDS,Round 1,Delhi,Government,All India
"Government Dental College, Chennai",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,101,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"University College of Medical Sciences, Delhi University",,PEDIATRIC AND PREVENTIVE DENTISTRY,OPEN GENERAL,102,2025,MCC,MDS,Round 1,Delhi,Government,Delhi University Quota
"S.C.B Dental College and Hospital, Cuttack",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,103,2025,MCC,MDS,Round 1,Odisha,Government,All India
"Dr. R. Ahmed Dental College and Hospital, Kolkata",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OPEN GENERAL,105,2025,MCC,MDS,Round 1,West Bengal,Government,All India
"Government Dental College and Hospital, Mumbai",,PEDIATRIC AND PREVENTIVE DENTISTRY,OPEN GENERAL,106,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Government College of Dentistry, Indore",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN GENERAL,107,2025,MCC,MDS,Round 1,Madhya Pradesh,Government,All India
"Government Dental College and Hospital, Mumbai",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,108,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Faculty of Dental Sciences, KGMU",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,109,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"Government of Dental College and Hospital Jaipur, Near T.B. Hospital",,ORAL AND MAXILLOFACIAL SURGERY,OBC,110,2025,MCC,MDS,Round 1,Rajasthan,Government,All India
"Government College of Dentistry, Indore",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN GENERAL,111,2025,MCC,MDS,Round 1,Madhya Pradesh,Government,All India
"Institute of Medical Science, BHU",,CONSERVATIVE DENTISTRY AND ENDODONTICS,EWS,112,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"Govt. Dental College and Hospital, Cuddalore Dt",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,113,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Government Dental College, Thiruvananthapuram",,PEDIATRIC AND PREVENTIVE DENTISTRY,OPEN GENERAL,114,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Govt. Dental College and Hospital, Jamnagar",,ORAL AND MAXILLOFACIAL SURGERY,OPEN GENERAL,115,2025,MCC,MDS,Round 1,Gujarat,Government,All India
"Nair Dental College and Hospital, Mumbai",,PEDIATRIC AND PREVENTIVE DENTISTRY,OPEN,116,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Government Dental College, Kottayam",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,117,2025,MCC,MDS,Round 1,Kerala,Government,All India
"S.C.B Dental College and Hospital, Cuttack",,PERIODONTOLOGY,OPEN,118,2025,MCC,MDS,Round 1,Odisha,Government,All India
"Government Dental College Hospital, Hyderabad",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN,119,2025,MCC,MDS,Round 1,Telangana,Government,All India
"Government of Dental College and Hospital Jaipur, Near T.B. Hospital",,CONSERVATIVE DENTISTRY AND ENDODONTICS,EWS,120,2025,MCC,MDS,Round 1,Rajasthan,Government,All India
"Goa Dental College and Hospital, Goa",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN,121,2025,MCC,MDS,Round 1,Goa,Government,All India
"Government of Dental College and Hospital Jaipur, Near T.B. Hospital",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OBC,123,2025,MCC,MDS,Round 1,Rajasthan,Government,All India
"Maulana Azad Institute and Dental Science, New Delhi",,PERIODONTOLOGY,OPEN GENERAL,124,2025,MCC,MDS,Round 1,Delhi,Government,Delhi University Quota
"Governemnt Dental College and Hospital, Ahmedabad",,PROSTHODONTICS AND CROWN & BRIDGE,OBC,125,2025,MCC,MDS,Round 1,Gujarat,Government,All India
"Govt dental College Raipur Chhattisgarh, Near Marhi Mata Mandir",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OPEN GENERAL,126,2025,MCC,MDS,Round 1,Chhattisgarh,Government,All India
"Government College of Dentistry, Indore",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,127,2025,MCC,MDS,Round 1,Madhya Pradesh,Government,All India
"Government College of Dentistry, Indore",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,128,2025,MCC,MDS,Round 1,Madhya Pradesh,Government,All India
"Dr. R. Ahmed Dental College and Hospital, Kolkata",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,129,2025,MCC,MDS,Round 1,West Bengal,Government,All India
"Government Dental College, Chennai",,ORAL AND MAXILLOFACIAL SURGERY,OBC,130,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Goa Dental College and Hospital, Goa",,ORAL AND MAXILLOFACIAL SURGERY,OPEN GENERAL,131,2025,MCC,MDS,Round 1,Goa,Government,All India
"Dr. R. Ahmed Dental College and Hospital, Kolkata",,ORAL AND MAXILLOFACIAL SURGERY,OBC,133,2025,MCC,MDS,Round 1,West Bengal,Government,All India
"Govt. Dental College and Hospital, Jamnagar",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN,135,2025,MCC,MDS,Round 1,Gujarat,Government,All India
"Indira Gandhi Govt. Dental College, Jammu",,ORAL AND MAXILLOFACIAL SURGERY,OPEN GENERAL,136,2025,MCC,MDS,Round 1,Jammu And Kashmir,Government,All India
"Institute of Medical Science, BHU",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,137,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"Mahatma Gandhi PG Institute of Dental Sciences, Puducherry",,ORAL AND MAXILLOFACIAL SURGERY,OPEN GENERAL,138,2025,MCC,MDS,Round 1,Puducherry,Government,All India
"Dr. R. Ahmed Dental College and Hospital, Kolkata",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,139,2025,MCC,MDS,Round 1,West Bengal,Government,All India
"Government Dental College and Hospital, Aurangabad",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN GENERAL,140,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Faculty of Dental Sciences, KGMU",,PERIODONTOLOGY,OPEN GENERAL,141,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"DR. Ziauddin Ahmad Dental College, AMU",,PERIODONTOLOGY,OPEN GENERAL,142,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"Government Dental College and Hospital, Nagpur",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,145,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Goa Dental College and Hospital, Goa",,PROSTHODONTICS AND CROWN & BRIDGE,OBC,146,2025,MCC,MDS,Round 1,Goa,Government,All India
"Govt dental College Raipur Chhattisgarh, Near Marhi Mata Mandir",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN GENERAL,147,2025,MCC,MDS,Round 1,Chhattisgarh,Government,All India
"Govt. Dental College and Hospital, Cuddalore Dt",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN,148,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Dr. R. Ahmed Dental College and Hospital, Kolkata",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,149,2025,MCC,MDS,Round 1,West Bengal,Government,All India
"Governemnt Dental College and Hospital, Ahmedabad",,PEDIATRIC AND PREVENTIVE DENTISTRY,OPEN GENERAL,150,2025,MCC,MDS,Round 1,Gujarat,Government,All India
"Goa Dental College and Hospital, Goa",,CONSERVATIVE DENTISTRY AND ENDODONTICS,EWS,151,2025,MCC,MDS,Round 1,Goa,Government,All India
"Government Dental College Hospital, Hyderabad",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN,152,2025,MCC,MDS,Round 1,Telangana,Government,All India
"Government Dental College and Hospital, Vijayawada",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OPEN,153,2025,MCC,MDS,Round 1,Andhra Pradesh,Government,All India
"Government Dental College and Hospital, Patiala",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OPEN,154,2025,MCC,MDS,Round 1,Punjab,Government,All India
"Govt. Dental College and Hospital, Cuddalore Dt",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OBC,155,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
RIMS,,ORAL AND MAXILLOFACIAL SURGERY,OPEN GENERAL,156,2025,MCC,MDS,Round 1,Andhra Pradesh,Government,All India
"Mahatma Gandhi PG Institute of Dental Sciences, Puducherry",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OPEN GENERAL,157,2025,MCC,MDS,Round 1,Puducherry,Government,All India
"Regional Dental College, Guwahati",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,158,2025,MCC,MDS,Round 1,Assam,Government,All India
"Government Dental College and Hospital, Vijayawada",,ORAL AND MAXILLOFACIAL SURGERY,OBC,159,2025,MCC,MDS,Round 1,Andhra Pradesh,Government,All India
"Goa Dental College and Hospital, Goa",,PROSTHODONTICS AND CROWN & BRIDGE,EWS,161,2025,MCC,MDS,Round 1,Goa,Government,All India
"S.C.B Dental College and Hospital, Cuttack",,PROSTHODONTICS AND CROWN & BRIDGE,OBC,162,2025,MCC,MDS,Round 1,Odisha,Government,All India
"DR. Ziauddin Ahmad Dental College, AMU",,PEDIATRIC AND PREVENTIVE DENTISTRY,EWS,163,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"Government College of Dentistry, Indore",,PROSTHODONTICS AND CROWN & BRIDGE,OBC,164,2025,MCC,MDS,Round 1,Madhya Pradesh,Government,All India
"Govt. Dental College and Hospital, Cuddalore Dt",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,165,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Govt. Dental College and Hospital, Cuddalore Dt",,PEDIATRIC AND PREVENTIVE DENTISTRY,OPEN GENERAL,166,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Mahatma Gandhi PG Institute of Dental Sciences, Puducherry",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,167,2025,MCC,MDS,Round 1,Puducherry,Government,All India
"ESIC Dental College, Kalaburagi",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,168,2025,MCC,MDS,Round 1,Karnataka,Government,All India
RIMS,,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN,169,2025,MCC,MDS,Round 1,Andhra Pradesh,Government,All India
"Post Graduate Institute of Dental Sciences, Rohtak",,PERIODONTOLOGY,OPEN GENERAL,170,2025,MCC,MDS,Round 1,Haryana,Government,All India
"Nair Dental College and Hospital, Mumbai",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,171,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Nair Dental College and Hospital, Mumbai",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,172,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Saveetha Dental College, Chennai",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,173,2025,MCC,MDS,Round 1,Tamil Nadu,Private,Management/Paid Seats Quota
"Govt dental College Raipur Chhattisgarh, Near Marhi Mata Mandir",,PROSTHODONTICS AND CROWN & BRIDGE,OBC,174,2025,MCC,MDS,Round 1,Chhattisgarh,Government,All India
"Govt. Dental College and Hospital, Cuddalore Dt",,ORAL AND MAXILLOFACIAL SURGERY,OBC,175,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Government College of Dentistry, Indore",,ORAL AND MAXILLOFACIAL SURGERY,EWS,176,2025,MCC,MDS,Round 1,Madhya Pradesh,Government,All India
"Government Dental College, Chennai",,PERIODONTOLOGY,OPEN GENERAL,177,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Government Dental College, Chennai",,PROSTHODONTICS AND CROWN & BRIDGE,OBC,178,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Govt. Dental College and Hospital, Cuddalore Dt",,PROSTHODONTICS AND CROWN & BRIDGE,OBC,179,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Government College and Hospital, Amritsar",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,180,2025,MCC,MDS,Round 1,Punjab,Government,All India
RIMS,,ORAL AND MAXILLOFACIAL SURGERY,OBC,182,2025,MCC,MDS,Round 1,Andhra Pradesh,Government,All India
"Government Dental College, Kozhikode",,PERIODONTOLOGY,OBC,183,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Government Dental College and Research Institute, Bangalore",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,184,2025,MCC,MDS,Round 1,Karnataka,Government,All India
