college_name,college_code,specialty,category,cutoff_rank,year,counselling_body,degree,round,state,college_type,quota
"Government Dental College, Kottayam",,ORAL AND MAXILLOFACIAL SURGERY,EWS,185,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Government Dental College and Hospital, Vijayawada",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,186,2025,MCC,MDS,Round 1,Andhra Pradesh,Government,All India
"Government Dental College, Thiruvananthapuram",,PERIODONTOLOGY,OBC,187,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Regional Dental College, Guwahati",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN GENERAL,188,2025,MCC,MDS,Round 1,Assam,Government,All India
"Government Dental College Hospital, Hyderabad",,ORAL AND MAXILLOFACIAL SURGERY,EWS,189,2025,MCC,MDS,Round 1,Telangana,Government,All India
"DR. Ziauddin Ahmad Dental College, AMU",,PERIODONTOLOGY,OBC,190,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"Dr. R. Ahmed Dental College and Hospital, Kolkata",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,EWS,191,2025,MCC,MDS,Round 1,West Bengal,Government,All India
"Government Dental College and Hospital, Vijayawada",,PROSTHODONTICS AND CROWN & BRIDGE,OPEN GENERAL,192,2025,MCC,MDS,Round 1,Andhra Pradesh,Government,All India
"Indira Gandhi Govt. Dental College, Jammu",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN GENERAL,193,2025,MCC,MDS,Round 1,Jammu And Kashmir,Government,All India
RIMS,,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,194,2025,MCC,MDS,Round 1,Andhra Pradesh,Government,All India
"Government Dental College and Hospital, Vijayawada",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN,195,2025,MCC,MDS,Round 1,Andhra Pradesh,Government,All India
"Government Dental College and Research Institute, Bangalore",,PERIODONTOLOGY,OPEN GENERAL,196,2025,MCC,MDS,Round 1,Karnataka,Government,All India
"Uttar Pradesh University of Medical Sciences, Saifai",,PERIODONTOLOGY,OPEN,198,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"Government Dental College, Chennai",,PERIODONTOLOGY,OBC,200,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Nair Dental College and Hospital, Mumbai",,PERIODONTOLOGY,OPEN GENERAL,201,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Dr. R. Ahmed Dental College and Hospital, Kolkata",,PEDIATRIC AND PREVENTIVE DENTISTRY,OPEN GENERAL,202,2025,MCC,MDS,Round 1,West Bengal,Government,All India
"Government Dental College, Kottayam",,ORAL MEDICINE AND RADIOLOGY,OBC,203,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Faculty of Dental Sciences, KGMU",,ORAL MEDICINE AND RADIOLOGY,OPEN GENERAL,204,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"Government Dental College and Hospital, Mumbai",,PERIODONTOLOGY,OPEN,205,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Maulana Azad Institute and Dental Science, New Delhi",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,EWS,208,2025,MCC,MDS,Round 1,Delhi,Government,Delhi University Quota
"Government Dental College and Hospital, Nagpur",,PERIODONTOLOGY,OPEN GENERAL,209,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Maulana Azad Institute and Dental Science, New Delhi",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN GENERAL,210,2025,MCC,MDS,Round 1,Delhi,Government,All India
"Government of Dental College and Hospital Jaipur, Near T.B. Hospital",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,211,2025,MCC,MDS,Round 1,Rajasthan,Government,All India
"Maulana Azad Institute and Dental Science, New Delhi",,CONSERVATIVE DENTISTRY AND ENDODONTICS,SC,212,2025,MCC,MDS,Round 1,Delhi,Government,All India
"Regional Dental College, Guwahati",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,213,2025,MCC,MDS,Round 1,Assam,Government,All India
"Government Dental College Hospital, Hyderabad",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,214,2025,MCC,MDS,Round 1,Telangana,Government,All India
"Indira Gandhi Govt. Dental College, Jammu",,PERIODONTOLOGY,OPEN GENERAL,215,2025,MCC,MDS,Round 1,Jammu And Kashmir,Government,All India
"Governemnt Dental College and Hospital, Ahmedabad",,PERIODONTOLOGY,OPEN GENERAL,216,2025,MCC,MDS,Round 1,Gujarat,Government,All India
"Government Dental College and Hospital, Mumbai",,PEDIATRIC AND PREVENTIVE DENTISTRY,EWS,217,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Regional Dental College, Guwahati",,ORAL AND MAXILLOFACIAL SURGERY,EWS,218,2025,MCC,MDS,Round 1,Assam,Government,All India
"Indira Gandhi Govt. Dental College, Jammu",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,219,2025,MCC,MDS,Round 1,Jammu And Kashmir,Government,All India
"Government Dental College and Research Institute, Bangalore",,ORAL AND MAXILLOFACIAL SURGERY,EWS,221,2025,MCC,MDS,Round 1,Karnataka,Government,All India
"Government Dental College and Research Institute, Bangalore",,PERIODONTOLOGY,OPEN GENERAL,224,2025,MCC,MDS,Round 1,Karnataka,Government,All India
RIMS,,PEDIATRIC AND PREVENTIVE DENTISTRY,OPEN GENERAL,225,2025,MCC,MDS,Round 1,Andhra Pradesh,Government,All India
"Government College and Hospital, Amritsar",,CONSERVATIVE DENTISTRY AND ENDODONTICS,OBC,226,2025,MCC,MDS,Round 1,Punjab,Government,All India
"Government College and Hospital, Amritsar",,PEDIATRIC AND PREVENTIVE DENTISTRY,EWS,227,2025,MCC,MDS,Round 1,Punjab,Government,All India
"Governemnt Dental College and Hospital, Ahmedabad",,PERIODONTOLOGY,OPEN GENERAL,228,2025,MCC,MDS,Round 1,Gujarat,Government,All India
"Governemnt Dental College and Hospital, Ahmedabad",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,230,2025,MCC,MDS,Round 1,Gujarat,Government,All India
"Government Dental College and Hospital, Aurangabad",,PERIODONTOLOGY,OPEN GENERAL,231,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Government Dental College Hospital, Hyderabad",,PERIODONTOLOGY,OPEN GENERAL,233,2025,MCC,MDS,Round 1,Telangana,Government,All India
"Dr. R. Ahmed Dental College and Hospital, Kolkata",,PERIODONTOLOGY,OPEN GENERAL,234,2025,MCC,MDS,Round 1,West Bengal,Government,All India
"Goa Dental College and Hospital, Goa",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,235,2025,MCC,MDS,Round 1,Goa,Government,All India
"Government Dental College, Thiruvananthapuram",,ORAL PATHOLOGY AND MICROBIOLOGY,OBC,236,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Government Dental College Hospital, Hyderabad",,PERIODONTOLOGY,OBC,237,2025,MCC,MDS,Round 1,Telangana,Government,All India
"Government Dental College and Hospital, Vijayawada",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,238,2025,MCC,MDS,Round 1,Andhra Pradesh,Government,All India
"Govt. Dental College and Hospital, Cuddalore Dt",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,239,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Government Dental College and Hospital, Vijayawada",,PERIODONTOLOGY,OPEN GENERAL,241,2025,MCC,MDS,Round 1,Andhra Pradesh,Government,All India
"Government Dental College and Hospital, Nagpur",,PERIODONTOLOGY,EWS,242,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Govt. Dental College and Hospital, Cuddalore Dt",,PERIODONTOLOGY,OPEN GENERAL,243,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Government College of Dentistry, Indore",,PERIODONTOLOGY,OPEN GENERAL,244,2025,MCC,MDS,Round 1,Madhya Pradesh,Government,All India
RIMS,,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,EWS,247,2025,MCC,MDS,Round 1,Andhra Pradesh,Government,All India
"Faculty of Dental Sciences, KGMU",,PERIODONTOLOGY,EWS,249,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"Government College and Hospital, Amritsar",,PERIODONTOLOGY,OPEN GENERAL,250,2025,MCC,MDS,Round 1,Punjab,Government,All India
"S.C.B Dental College and Hospital, Cuttack",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN GENERAL,251,2025,MCC,MDS,Round 1,Odisha,Government,All India
"Post Graduate Institute of Dental Sciences, Rohtak",,ORAL MEDICINE AND RADIOLOGY,OPEN GENERAL,253,2025,MCC,MDS,Round 1,Haryana,Government,All India
"Dr. R. Ahmed Dental College and Hospital, Kolkata",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,254,2025,MCC,MDS,Round 1,West Bengal,Government,All India
RIMS,,PERIODONTOLOGY,OPEN GENERAL,255,2025,MCC,MDS,Round 1,Andhra Pradesh,Government,All India
"Faculty of Dental Sciences, KGMU",,PUBLIC HEALTH DENTISTRY,OBC,257,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"Mahatma Gandhi PG Institute of Dental Sciences, Puducherry",,CONSERVATIVE DENTISTRY AND ENDODONTICS,EWS,258,2025,MCC,MDS,Round 1,Puducherry,Government,All India
"Government College of Dentistry, Indore",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN GENERAL,259,2025,MCC,MDS,Round 1,Madhya Pradesh,Government,All India
RIMS,,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,262,2025,MCC,MDS,Round 1,Andhra Pradesh,Government,All India
"Govt. Dental College and Hospital, Cuddalore Dt",,PERIODONTOLOGY,OPEN GENERAL,263,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Dr. R. Ahmed Dental College and Hospital, Kolkata",,PERIODONTOLOGY,OBC,265,2025,MCC,MDS,Round 1,West Bengal,Government,All India
"S.C.B Dental College and Hospital, Cuttack",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,266,2025,MCC,MDS,Round 1,Odisha,Government,All India
"Post Graduate Institute of Dental Sciences, Rohtak",,PUBLIC HEALTH DENTISTRY,OPEN GENERAL,268,2025,MCC,MDS,Round 1,Haryana,Government,All India
"DR. Ziauddin Ahmad Dental College, AMU",,ORAL MEDICINE AND RADIOLOGY,OPEN GENERAL,269,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"Government Dental College and Hospital, Nagpur",,ORAL MEDICINE AND RADIOLOGY,OPEN GENERAL,270,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Mahatma Gandhi PG Institute of Dental Sciences, Puducherry",,PERIODONTOLOGY,OBC,272,2025,MCC,MDS,Round 1,Puducherry,Government,All India
"Government Dental College, Kozhikode",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN GENERAL,273,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Post Graduate Institute of Dental Sciences, Rohtak",,PUBLIC HEALTH DENTISTRY,OPEN GENERAL,274,2025,MCC,MDS,Round 1,Haryana,Government,All India
"Government Dental College and Hospital, Mumbai",,ORAL AND MAXILLOFACIAL SURGERY,SC,275,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Government Dental College, Chennai",,ORAL MEDICINE AND RADIOLOGY,OPEN,276,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Maulana Azad Institute and Dental Science, New Delhi",,ORAL MEDICINE AND RADIOLOGY,OBC,277,2025,MCC,MDS,Round 1,Delhi,Government,All India
"Government Dental College and Hospital, Patiala",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,284,2025,MCC,MDS,Round 1,Punjab,Government,All India
"Indira Gandhi Govt. Dental College, Jammu",,PEDIATRIC AND PREVENTIVE DENTISTRY,OBC,287,2025,MCC,MDS,Round 1,Jammu And Kashmir,Government,All India
"Goa Dental College and Hospital, Goa",,ORAL MEDICINE AND RADIOLOGY,OPEN GENERAL,290,2025,MCC,MDS,Round 1,Goa,Government,All India
"Dr. R. Ahmed Dental College and Hospital, Kolkata",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN GENERAL,291,2025,MCC,MDS,Round 1,West Bengal,Government,All India
"Government Dental College and Hospital, Mumbai",,ORAL MEDICINE AND RADIOLOGY,OPEN GENERAL,293,2025,MCC,MDS,Round 1,Maharashtra,Government,All India
"Govt dental College Raipur Chhattisgarh, Near Marhi Mata Mandir",,PERIODONTOLOGY,OBC,295,2025,MCC,MDS,Round 1,Chhattisgarh,Government,All India
"DR. Ziauddin Ahmad Dental College, AMU",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OPEN GENERAL,296,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,Aligarh Muslim University
"Institute of Medical Science, BHU",,PERIODONTOLOGY,EWS,299,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"Government Dental College, Thiruvananthapuram",,CONSERVATIVE DENTISTRY AND ENDODONTICS,SC,300,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Maulana Azad Institute and Dental Science, New Delhi",,ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,OBC,301,2025,MCC,MDS,Round 1,Delhi,Government,Delhi University Quota
"Government Dental College Hospital, Hyderabad",,ORAL MEDICINE AND RADIOLOGY,OPEN GENERAL,302,2025,MCC,MDS,Round 1,Telangana,Government,All India
"Government of Dental College and Hospital Jaipur, Near T.B. Hospital",,PUBLIC HEALTH DENTISTRY,OPEN GENERAL,304,2025,MCC,MDS,Round 1,Rajasthan,Government,All India
"Government of Dental College and Hospital Jaipur, Near T.B. Hospital",,PERIODONTOLOGY,OBC,309,2025,MCC,MDS,Round 1,Rajasthan,Government,All India
"DR. Ziauddin Ahmad Dental College, AMU",,ORAL AND MAXILLOFACIAL SURGERY,OPEN,310,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,Aligarh Muslim University
"Government Dental College, Chennai",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN GENERAL,311,2025,MCC,MDS,Round 1,Tamil Nadu,Government,All India
"Faculty of Dental Sciences, KGMU",,ORAL PATHOLOGY AND MICROBIOLOGY,OBC,312,2025,MCC,MDS,Round 1,Uttar Pradesh,Government,All India
"Government Dental College, Thiruvananthapuram",,PERIODONTOLOGY,EWS,314,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Govt. Dental College and Hospital, Jamnagar",,PERIODONTOLOGY,OBC,317,2025,MCC,MDS,Round 1,Gujarat,Government,All India
"Government Dental College, Thiruvananthapuram",,ORAL MEDICINE AND RADIOLOGY,OBC,318,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Government Dental College, Kottayam",,ORAL PATHOLOGY AND MICROBIOLOGY,OPEN,321,2025,MCC,MDS,Round 1,Kerala,Government,All India
"Government Dental College, Kozhikode",,ORAL MEDICINE AND RADIOLOGY,OBC,322,2025,MCC,MDS,Round 1,Kerala,Government,All India
